5 127.0.0.6:42105      -> 192.168.90.196:15090 2893521302   4046591593   4468      
5 192.168.97.73:49622  -> 192.168.90.196:15006 1076926756   4059945836   4809      
5 127.0.0.6:50415      -> 192.168.90.197:15090 3612252036   3566929949   4426      
5 192.168.97.73:41446  -> 192.168.90.197:15006 3446860872   404113423    4790      
5 127.0.0.6:47863      -> 192.168.90.195:15090 1495243881   2789601381   4438      
5 192.168.97.73:51304  -> 192.168.90.195:15006 3138545653   607130810    4771      
5 192.168.90.199:15020 -> 172.16.20.102:47388  390654746    3662809703   69        
5 192.168.90.198:15020 -> 172.16.20.102:55902  1685813436   1532157582   85        
5 10.109.96.202:15010  -> 192.168.90.198:51096 2376565682   734531565    63        
5 192.168.90.195:44172 -> 192.168.90.194:15006 3784418176   3711597510   3423      
5 192.168.90.195:43454 -> 127.0.0.1:15001      505232587    3444988144   4439      
5 10.101.38.27:9080    -> 192.168.90.195:43454 3444988480   505232587    2094      
5 192.168.90.197:60928 -> 192.168.90.199:15006 2573193765   1422668954   1817      
5 192.168.90.197:48708 -> 127.0.0.1:15001      1831909891   3269295963   2997      
5 192.168.90.195:47234 -> 192.168.90.197:15006 3546780932   537631539    14638     
5 192.168.90.195:49668 -> 127.0.0.1:15001      1907083386   3526464049   15646     
5 10.106.53.78:9080    -> 192.168.90.195:49668 3526464639   1907083386   1733      
5 192.168.97.79:44984  -> 192.168.90.195:15006 4011507030   3631092172   45011     
5 192.168.90.195:59824 -> 192.168.90.194:15006 3099064122   2306091255   2815      
5 192.168.90.195:43468 -> 127.0.0.1:15001      118850856    2862150582   3579      
5 10.101.38.27:9080    -> 192.168.90.195:43468 2862150918   118850856    1645      
5 192.168.90.195:59908 -> 192.168.90.198:15006 1471112352   4011681070   5396      
5 192.168.90.195:49680 -> 127.0.0.1:15001      4153774428   3381891784   6260      
5 10.106.53.78:9080    -> 192.168.90.195:49680 3381892289   4153774428   1876      
5 192.168.97.79:44984  -> 192.168.90.195:15006 4011507891   3631097529   30666     
5 192.168.90.194:9080  -> 192.168.90.195:59824 2306091597   3099064122   28012     
5 192.168.90.195:59824 -> 192.168.90.194:15006 3099064953   2306091597   2041      
5 192.168.90.195:43476 -> 127.0.0.1:15001      850689174    2298890172   2728      
5 192.168.97.79:44984  -> 192.168.90.195:15006 4011508752   3631101886   43232     
5 192.168.90.194:9080  -> 192.168.90.195:59824 2306091761   3099064953   42029     
5 10.101.38.27:9080    -> 192.168.90.195:43476 2298890508   850689174    236       
5 192.168.90.196:36910 -> 192.168.90.199:15006 341412606    2490448944   1430      
5 192.168.90.196:50726 -> 127.0.0.1:15001      3781422212   61428134     2390      
5 192.168.90.195:52264 -> 192.168.90.196:15006 2116813798   2781859004   15777     
5 192.168.90.195:49688 -> 127.0.0.1:15001      3469619821   919935639    16734     
5 10.106.53.78:9080    -> 192.168.90.195:49688 919936225    3469619821   1845      
5 192.168.90.194:9080  -> 192.168.90.195:59824 2306091939   3099064953   42785     
5 192.168.90.195:59824 -> 192.168.90.194:15006 3099065784   2306091939   2352      
5 192.168.90.195:43486 -> 127.0.0.1:15001      2401846778   2743373519   3068      
5 10.101.38.27:9080    -> 192.168.90.195:43486 2743373855   2401846778   259       
5 192.168.90.197:9080  -> 192.168.90.195:47234 537632135    3546780932   148722    
5 10.98.184.108:9080   -> 192.168.90.197:48708 3269296187   1831909891   160472    
5 192.168.90.199:9080  -> 192.168.90.197:60928 1422669184   2573193765   161556    
5 192.168.90.197:60928 -> 192.168.90.199:15006 2573194612   1422669184   1307      
5 192.168.90.197:48708 -> 127.0.0.1:15001      1831910257   3269296187   2290      
5 192.168.90.195:47234 -> 192.168.90.197:15006 3546781763   537632135    14474     
5 192.168.90.195:49698 -> 127.0.0.1:15001      2988964575   3627534103   15350     
5 10.106.53.78:9080    -> 192.168.90.195:49698 3627534693   2988964575   1681      
5 192.168.97.79:54110  -> 192.168.90.195:15006 984195133    3046975674   41582     
5 192.168.90.194:9080  -> 192.168.90.195:44172 3711597852   3784418176   217830    
5 192.168.90.195:44172 -> 192.168.90.194:15006 3784419007   3711597852   2788      
5 192.168.90.195:43498 -> 127.0.0.1:15001      3934102891   4106043973   3553      
5 10.101.38.27:9080    -> 192.168.90.195:43498 4106044309   3934102891   1444      
5 192.168.90.194:9080  -> 192.168.90.195:59824 2306092281   3099065784   62943     
5 192.168.90.194:9080  -> 192.168.90.195:44172 3711598194   3784419007   7584      
5 192.168.90.195:59824 -> 192.168.90.194:15006 3099066615   2306092281   1979      
5 192.168.90.195:43500 -> 127.0.0.1:15001      1279617972   1627655055   2594      
5 192.168.90.195:44172 -> 192.168.90.194:15006 3784419838   3711598194   3964      
5 192.168.90.195:43502 -> 127.0.0.1:15001      3108231923   621099555    4952      
5 10.101.38.27:9080    -> 192.168.90.195:43502 621099891    3108231923   2835      
5 192.168.90.195:58936 -> 192.168.90.194:15006 3885678060   4269233129   2020      
5 192.168.90.195:43506 -> 127.0.0.1:15001      3389783133   4234468522   2706      
5 192.168.90.195:53876 -> 192.168.90.198:15006 3213821173   1683612771   4515      
5 192.168.90.195:49718 -> 127.0.0.1:15001      953284694    1428816739   5371      
5 10.106.53.78:9080    -> 192.168.90.195:49718 1428817244   953284694    2112      
5 192.168.90.194:15020 -> 172.16.20.102:45106  156373245    3083681342   60        
5 192.168.90.198:9080  -> 192.168.90.195:59908 4011681581   1471112352   185870    
5 192.168.97.79:44984  -> 192.168.90.195:15006 4011509613   3631107239   52367     
5 192.168.90.195:59908 -> 192.168.90.198:15006 1471113183   4011681581   2887      
5 192.168.90.195:49722 -> 127.0.0.1:15001      3213088956   3707933912   3788      
5 10.106.53.78:9080    -> 192.168.90.195:49722 3707934417   3213088956   1198      
5 192.168.97.79:54110  -> 192.168.90.195:15006 984195994    3046981031   56172     
5 10.101.38.27:9080    -> 192.168.90.195:43500 1627655391   1279617972   204       
5 192.168.90.194:9080  -> 192.168.90.195:44172 3711598536   3784419838   42058     
5 192.168.90.196:9080  -> 192.168.90.195:52264 2781859596   2116813798   135260    
5 10.101.38.27:9080    -> 192.168.90.195:43506 4234468858   3389783133   231       
5 10.98.184.108:9080   -> 192.168.90.196:50726 61428358     3781422212   149408    
5 192.168.90.199:9080  -> 192.168.90.196:36910 2490449174   341412606    150393    
5 192.168.90.196:36910 -> 192.168.90.199:15006 341413457    2490449174   1357      
5 192.168.90.196:50726 -> 127.0.0.1:15001      3781422578   61428358     2279      
5 192.168.90.195:52264 -> 192.168.90.196:15006 2116814629   2781859596   15151     
5 192.168.90.195:49724 -> 127.0.0.1:15001      1328612167   2510348900   16127     
5 10.106.53.78:9080    -> 192.168.90.195:49724 2510349486   1328612167   1269      
5 10.98.184.108:9080   -> 192.168.90.196:50726 61428582     3781422578   4405      
5 192.168.90.199:9080  -> 192.168.90.196:36910 2490449404   341413457    4958      
5 192.168.90.196:36910 -> 192.168.90.199:15006 341414308    2490449404   865       
