5 127.0.0.6:40185      -> 192.168.90.194:15090 3177942781   1700358424   4513      
5 192.168.97.73:39746  -> 192.168.90.194:15006 1042415072   3978537484   4811      
5 127.0.0.6:38265      -> 192.168.90.198:15090 2659873819   1511606898   4057      
5 192.168.97.73:38768  -> 192.168.90.198:15006 1472862777   2895034126   4420      
5 127.0.0.6:42105      -> 192.168.90.196:15090 2893523358   4046833189   5403      
5 192.168.97.73:49622  -> 192.168.90.196:15006 1076928812   4060187432   5793      
5 127.0.0.6:50415      -> 192.168.90.197:15090 3612254092   3567171845   4399      
5 192.168.97.73:41446  -> 192.168.90.197:15006 3446862928   404355319    4762      
5 127.0.0.6:47863      -> 192.168.90.195:15090 1495245937   2789843237   4342      
5 192.168.97.73:51304  -> 192.168.90.195:15006 3138547709   607372666    4703      
5 192.168.90.195:58936 -> 192.168.90.194:15006 3885822382   4269292637   3530      
5 192.168.90.195:51994 -> 127.0.0.1:15001      297297454    3076000352   4529      
5 10.101.38.27:9080    -> 192.168.90.195:51994 3076000688   297297454    2283      
5 192.168.90.196:36910 -> 192.168.90.199:15006 341565588    2490490344   1911      
5 192.168.90.196:59246 -> 127.0.0.1:15001      1906059491   2737224311   3231      
5 192.168.90.195:42518 -> 192.168.90.196:15006 4089369807   2739317759   15493     
5 192.168.90.195:58208 -> 127.0.0.1:15001      2555237933   4155328950   16389     
5 10.106.53.78:9080    -> 192.168.90.195:58208 4155329536   2555237933   1215      
5 192.168.97.79:32772  -> 192.168.90.195:15006 2179410998   1574121350   44494     
5 192.168.90.194:9080  -> 192.168.90.195:58936 4269292979   3885822382   40681     
5 192.168.90.195:58936 -> 192.168.90.194:15006 3885823213   4269292979   2684      
5 192.168.90.195:1811  -> 127.0.0.1:15001      1132058562   3617198428   3566      
5 10.101.38.27:9080    -> 192.168.90.195:52008 3617198764   1132058562   1129      
5 192.168.90.197:38158 -> 192.168.90.199:15006 274467706    2937859408   1569      
5 192.168.90.197:57260 -> 127.0.0.1:15001      1334555246   3704829811   2547      
5 192.168.90.195:47234 -> 192.168.90.197:15006 3546895520   537713728    18663     
5 192.168.90.195:58220 -> 127.0.0.1:15001      909924239    1305440122   19533     
5 10.106.53.78:9080    -> 192.168.90.195:58220 1305440712   909924239    2342      
5 192.168.97.79:38104  -> 192.168.90.195:15006 948080719    1039929882   42262     
5 192.168.90.195:56510 -> 192.168.90.194:15006 1756523713   3776110239   2069      
5 192.168.90.195:52020 -> 127.0.0.1:15001      2570707006   603060669    2796      
5 10.101.38.27:9080    -> 192.168.90.195:52020 603061005    2570707006   175       
5 192.168.90.195:59908 -> 192.168.90.198:15006 1471332279   4011816485   4989      
5 192.168.90.195:58232 -> 127.0.0.1:15001      3640268524   343821264    5899      
5 10.106.53.78:9080    -> 192.168.90.195:58232 343821769    3640268524   1565      
5 192.168.97.79:53556  -> 192.168.90.195:15006 2980099503   1955802762   29881     
5 192.168.90.194:9080  -> 192.168.90.195:56510 3776110581   1756523713   30207     
5 192.168.90.195:56510 -> 192.168.90.194:15006 1756524544   3776110581   2105      
5 192.168.90.195:52028 -> 127.0.0.1:15001      4125278713   3903876665   2763      
5 192.168.90.194:9080  -> 192.168.90.195:56510 3776110745   1756524544   40340     
5 10.101.38.27:9080    -> 192.168.90.195:52028 3903877001   4125278713   260       
